"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN"
"1","1.3","1.3.1","C010301","Proportion of population covered by social protection floors/systems, by sex, distinguishing children, unemployed persons, older persons, persons with disabilities, pregnant women, newborns, work-injury victims and the poor and the vulnerable","SI_COV_WKINJRY","SD","Proportion of employed population covered in the event of work injury","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.50","E, 24, 58, 172","","","","","",""
"1","1.5","1.5.1","C200303","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","VC_DSR_AFFCT","+","Number of persons affected by disaster per 100,000 people","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","55.96","E, 1, 59, 173","50.36","E, 2, 59, 173","","","55.96","E, 4, 59, 173","13.99","E, 5, 59, 173","","","533.80","E, 7, 59, 173","161.48","E, 8, 59, 173","13.39","E, 9, 59, 173","46.59","E, 10, 59, 173","141.71","E, 11, 59, 173","","","","","","","16.00","E, 15, 59, 173","16.00","E, 16, 59, 173","","","","","","","","","","","","","","","","","4.00","E, 25, 59, 173","","","",""
"1","1.5","1.5.1","C200303","Number of deaths, missing persons and directly affected persons attributed to disasters per 100,000 population","VC_DSR_MORT","+","Number of deaths due to disaster","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","2.00","C, 2, 59","","","5.00","C, 4, 59","","","","","2.00","C, 7, 59","","","","","1.00","C, 10, 59","","","","","","","","","","","2.00","C, 16, 59","","","","","1.00","C, 19, 59","1.00","C, 20, 59","1.00","C, 21, 59","","","","","","","","","","","",""
"1","1.5","1.5.3","C200304","Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030","SG_DSR_LEGREG","+","Number of countries with legislative and/or regulatory provisions been made for managing disaster risk","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00","C, 24, 60, 174","","","","","",""
"2","2.1","2.1.1","C020101","Prevalence of undernourishment","SN_ITK_DEFC","SD","Prevalence of undernourishment","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","12.60","E, 28, 61","13.20","E, 29, 61","14.70","E, 30, 61","15.50","E, 31, 61","15.80","E, 32, 61","15.30","E, 33, 61","14.70","E, 34, 61","14.40","E, 35, 61","13.80","E, 36, 61","13.00","E, 37, 61","11.90","E, 38, 61","11.30","E, 39, 61","11.30","E, 40, 61","11.80","E, 41, 61","12.00","E, 42, 61","11.70","E, 43, 61","11.20","E, 44, 61","10.70","E, 45, 61","10.40","E, 46, 61","10.20","E, 47, 61","9.90","E, 48, 61","9.30","E, 49, 61","8.70","E, 50, 61, 175","8.00","E, 51, 61, 175","7.40","E, 52, 61, 175","",""
"2","2.2","2.2.1","C020201","Prevalence of stunting (height for age <-2 standard deviation from the median of the World Health Organization (WHO) Child Growth Standards) among children under 5 years of age","SH_STA_STNT","SD","Proportion of stunted children (height for age below minus two standard deviations from the median) under the age of 5 years","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","6.30","CA, 54, 62, 176","","","","","","","","","","","","","","","","","","","","","","","","","5.30","CA, 53, 63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","2.2","2.2.2","C020202","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","SH_STA_WAST","SD","Proportion of wasted children (weight for height below minus two standard deviations from the median) under the age of 5 years","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","4.80","CA, 54, 62, 176","","","","","","","","","","","","","","","","","","","","","","","","","5.20","CA, 53, 63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","2.2","2.2.2","C020202","Prevalence of malnutrition (weight for height >+2 or <-2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting and overweight)","SN_STA_OVWGT","SD","Proportion of overweight children (weight for height above plus two standard deviations from the median) under the age of 5 years","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","3.50","CA, 54, 62, 176","","","","","","","","","","","","","","","","","","","","","","","","","4.90","CA, 53, 63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","2.5","2.5.1","C020501","Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities","ER_GRF_ANIMKPT","SD","Number of locally adapted and exotic animal breeds kept in the country","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.00","C, 24, 64","","","","","",""
"2","2.5","2.5.1","C020501","Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities","ER_GRF_ANIMRCNT","SD","Proportion of animal breeds for which sufficient genetic resources for food and agriculture are stored for reconstitution in either medium or long-term conservation facilities","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","C, 24, 64","","","","","",""
"2","2.5","2.5.1","C020501","Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities","ER_GRF_ANIMRCNTN","SD","Number of animal breeds for which sufficient genetic resources for food and agriculture are stored for reconstitution in either medium or long-term conservation facilities","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","C, 24, 64","","","","","",""
"2","2.5","2.5.1","C020501","Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities","ER_GRF_ANIMSTOR","SD","Proportion of animal breeds for which sufficient genetic resources for food and agriculture are stored in either medium or long-term conservation facilities","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.74","C, 24, 64","","","","","",""
"2","2.5","2.5.1","C020501","Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities","ER_GRF_ANIMSTORN","SD","Number of animal breeds for which sufficient genetic resources for food and agriculture are stored in either medium or long-term conservation facilities","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.00","C, 24, 64","","","","","",""
"2","2.5","2.5.1","C020501","Number of plant and animal genetic resources for food and agriculture secured in either medium or long-term conservation facilities","ER_GRF_GENEBNK","+","Operational in vitro gene bank for animal genetic resources for food and agriculture","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Not applicable","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00","C, 24, 64","","","","","",""
"2","2.5","2.5.2","C020502","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","ER_NRK_LBRED","SD","Proportion of local breeds classified as being at risk of extinction","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","2.5","2.5.2","C020502","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","ER_NRK_LBREDN","+","Number of local breeds classified as being at risk of extinction","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","2.5","2.5.2","C020502","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","ER_RSK_LBRED","SD","Proportion of local breeds classified as being not-at-risk of extinction","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","2.5","2.5.2","C020502","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","ER_RSK_LBREDN","+","Number of local breeds classified as being not-at-risk of extinction","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","2.5","2.5.2","C020502","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","ER_UNK_LBRED","SD","Proportion of local breeds classified as being at unknown level of risk of extinction","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","2.5","2.5.2","C020502","Proportion of local breeds classified as being at risk, not-at-risk or at unknown level of risk of extinction","ER_UNK_LBREDN","+","Number of local breeds classified as being at unknown level of risk of extinction","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","2.a","2.a.1","C020a01","The agriculture orientation index for government expenditures","AG_PRD_ORTIND","SD","The agriculture orientation index for government expenditures","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Not applicable","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.70","C, 19, 66, 178","3.07","C, 20, 66, 178","","","","","","","","","","","","","",""
"2","2.a","2.a.2","C020a02","Total official flows (official development assistance plus other official flows) to the agriculture sector","DC_TOF_AGRL","SD","Total official flows disbursements for agriculture, by recipient","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","0.06","NA, 11, 179","0.20","NA, 12, 179","0.11","NA, 13, 180","1.77","NA, 14, 180","1.44","NA, 15, 180","1.44","NA, 16, 180","1.17","NA, 17, 180","2.85","NA, 18, 180","0.28","NA, 19, 180","0.34","NA, 20, 180","0.30","NA, 21, 180","","","","","","","","","","","",""
"3","3.1","3.1.1","C030101","Maternal mortality ratio","SH_STA_MORT","SD","Maternal mortality ratio","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 live births","Units","","","","","","","90.00","E, 1, 68, 181","89.00","E, 2, 68, 181","87.00","E, 3, 68, 181","84.00","E, 4, 68, 181","80.00","E, 5, 68, 181","77.00","E, 6, 68, 181","73.00","E, 7, 68, 181","68.00","E, 8, 68, 181","63.00","E, 9, 68, 181","64.00","E, 10, 68, 181","62.00","E, 11, 68, 181","61.00","E, 12, 68, 181","60.00","E, 13, 68, 181","62.00","E, 14, 68, 181","63.00","E, 15, 68, 181","62.00","E, 16, 68, 181","62.00","E, 17, 68, 181","64.00","E, 18, 68, 181","63.00","E, 19, 68, 181","64.00","E, 20, 68, 181","65.00","E, 21, 68, 181","65.00","E, 22, 68, 181","63.00","E, 23, 68, 181","64.00","E, 24, 68, 181","63.00","E, 25, 68, 181","63.00","E, 26, 68, 181","",""
"3","3.1","3.1.1","C030101","Maternal mortality ratio","SH_STA_MORT","SD","Maternal mortality ratio","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Per 100,000 live births","Units","","","","","","","80.00","E, 1, 67","78.00","E, 2, 67","77.00","E, 3, 67","75.00","E, 4, 67","71.00","E, 5, 67","68.00","E, 6, 67","64.00","E, 7, 67","60.00","E, 8, 67","55.00","E, 9, 67","56.00","E, 10, 67","54.00","E, 11, 67","53.00","E, 12, 67","52.00","E, 13, 67","53.00","E, 14, 67","54.00","E, 15, 67","53.00","E, 16, 67","53.00","E, 17, 67","54.00","E, 18, 67","54.00","E, 19, 67","54.00","E, 20, 67","53.00","E, 21, 67","53.00","E, 22, 67","51.00","E, 23, 67","51.00","E, 24, 67","50.00","E, 25, 67","49.00","E, 26, 67","",""
"3","3.1","3.1.1","C030101","Maternal mortality ratio","SH_STA_MORT","SD","Maternal mortality ratio","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Per 100,000 live births","Units","","","","","","","103.00","E, 1, 67","100.00","E, 2, 67","98.00","E, 3, 67","96.00","E, 4, 67","91.00","E, 5, 67","87.00","E, 6, 67","82.00","E, 7, 67","77.00","E, 8, 67","71.00","E, 9, 67","73.00","E, 10, 67","70.00","E, 11, 67","69.00","E, 12, 67","68.00","E, 13, 67","70.00","E, 14, 67","73.00","E, 15, 67","71.00","E, 16, 67","72.00","E, 17, 67","74.00","E, 18, 67","74.00","E, 19, 67","76.00","E, 20, 67","77.00","E, 21, 67","78.00","E, 22, 67","78.00","E, 23, 67","79.00","E, 24, 67","80.00","E, 25, 67","80.00","E, 26, 67","",""
"3","3.1","3.1.2","C030102","Proportion of births attended by skilled health personnel","SH_STA_BRTC","SD","Proportion of births attended by skilled health personnel","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","98.30","C, 4, 72, 182","98.00","C, 5, 72, 182","97.50","C, 6, 72, 182","98.00","C, 7, 73, 182","99.00","C, 8, 74","98.20","C, 9, 73, 182","99.00","C, 10, 75","99.00","C, 11, 76, 183","99.50","C, 12, 77","98.70","C, 13, 78, 182","99.70","C, 14, 79","99.70","C, 15, 80","","","96.90","C, 17, 81, 184","","","99.50","C, 19, 82","","","","","","","100.00","C, 23, 71","100.00","C, 24, 69","100.00","C, 25, 70","","","",""
"3","3.2","3.2.1","C030201","Under-five mortality rate","SH_DYN_IMRT","+","Infant mortality rate","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","under 1 year old","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 live births","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","25.30","11, 83","25.30","12, 83","25.10","13, 83","24.70","14, 83","24.30","15, 83","23.80","16, 83","23.30","17, 83","22.80","18, 83","22.20","19, 83","21.60","20, 83","21.00","21, 83","20.40","22, 83","19.70","23, 83","19.20","24, 83","18.70","25, 83","18.20","26, 83","",""
"3","3.2","3.2.1","C030201","Under-five mortality rate","SH_DYN_IMRTN","+","Number of infant deaths","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","under 1 year old","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","466.00","11, 83","469.00","12, 83","474.00","13, 83","479.00","14, 83","482.00","15, 83","481.00","16, 83","475.00","17, 83","466.00","18, 83","452.00","19, 83","438.00","20, 83","423.00","21, 83","407.00","22, 83","389.00","23, 83","375.00","24, 83","360.00","25, 83","344.00","26, 83","",""
"3","3.2","3.2.1","C030201","Under-five mortality rate","SH_DYN_MORT","SD","Under-five mortality rate","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 live births","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","28.70","11, 83","28.60","12, 83","28.30","13, 83","28.00","14, 83","27.50","15, 83","26.90","16, 83","26.30","17, 83","25.60","18, 83","24.90","19, 83","24.30","20, 83","23.60","21, 83","22.90","22, 83","22.20","23, 83","21.50","24, 83","20.90","25, 83","20.40","26, 83","",""
"3","3.2","3.2.1","C030201","Under-five mortality rate","SH_DYN_MORTN","+","Number of under-five deaths","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","529.00","11, 83","529.00","12, 83","533.00","13, 83","539.00","14, 83","541.00","15, 83","538.00","16, 83","532.00","17, 83","520.00","18, 83","505.00","19, 83","491.00","20, 83","474.00","21, 83","457.00","22, 83","440.00","23, 83","421.00","24, 83","404.00","25, 83","387.00","26, 83","",""
"3","3.2","3.2.2","C030202","Neonatal mortality rate","SH_DYN_NMRT","SD","Neonatal mortality rate","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","under 1 month old","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 live births","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","18.70","11, 83","18.60","12, 83","18.50","13, 83","18.20","14, 83","17.80","15, 83","17.40","16, 83","17.10","17, 83","16.60","18, 83","16.20","19, 83","15.80","20, 83","15.30","21, 83","14.90","22, 83","14.50","23, 83","14.00","24, 83","13.60","25, 83","13.20","26, 83","",""
